intent,questionTitle,-,questionText,-
## intent:,Does_my_fiancée_need_a_service_dog,-,"My fiancée suffers from severe anxiety and depression. She has had it most of her life. Her anxiety in public places is the worst. It gets to points where she can't breathe or move. Sometimes, she won't even go to the restroom, so she will hold in her pee until her stomach hurts or she pees herself. She curls up in corners at the mall and has panic attacks. She won't eat or drink in public. If she isn't having a panic attack or crying, she's clinging to me and avoiding everything and everyone. Her depression flares up out of nowhere and causes her to become very suicidal and self-harming. She get really sick from anxiety and scared to the point that I can't even get her to eat, drink, leave the bed, or go outside. She always tells me how she grew up around so much fighting and fear that it makes her scared of loud sounds, yelling, conflict, and even talking to strangers in public. She will refuse to go to a store unless I am with her to talk to the cashier for her. She is so scared that I can't even get her to drive. She doesn't want to get her license because she's scared of trying to drive.
   Some people have recommended medication, but I believe it's just going to cover up her illness and not solve it. I don't want my fiancée pumped with drugs. I believe a psychiatric service dog would be the best bet for her. When we first met my poodle, it would calm her down a lot. She took the dog out every time we went out, and she seemed much calmer and happier. She slowly would eat, and the dog seemed to make her feel a lot better. I am worried and want to help her without medication.",
## intent:,I'm_overwhelmed_and_depressed,-,I'm unemployed just relocated. I can't get approved for a place to live because of past mistakes which follow me to this day. I'm depressed and on the verge of loosing my partner because I'm overwhelmed and have trouble functioning on a daily basis. I see no light at the end of this tunnel and need some help. I see no point in this chaos infested joke some call life.,
## intent:,"I'm_studying_abroad,_and_I'm_depressed",-,"I'm supposed to stay here the rest of my academic life, but I've never liked it here, not even before I came. I’ve never felt like I belong, I’ve missed my country every second in the past four months, and I'm just miserable. I'm gaining weight, doing nothing, and crying for hours straight. Is it time to go back home or is it just culture shock?",
## intent:,Relationships_cause_me_anxiety_and_nausea,-,"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me from the relationship. This anxiety causes me depression at times and even makes me want to vomit. While a semi-relationship should be joyous, for me, it’s an emotional nightmare I can’t get to the bottom of. I’ve had this before and had to leave the semi-relationship to avoid throwing up every time I made contact with my crush. What could be the reason behind this? Is it massive nerve problems? Is it a fear of a bad relationship?
   While I’m not quite ready to be in one anyway, I want to get to the bottom of this for a brighter future in which I can be in one. I don’t take medications and have no desire to, I have read forums, and I’ve talked about the issue with my sister who has faced similar problems.",
## intent:,"My_ex-boyfriend_is_with_someone_new,_and_it_hurts",-,"I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.",
## intent:,I'm_scared_to_go_to_a_doctor_or_take_anti-depressants,-,"A friend of mine taking psychology advised I go to my doctor to check if I have major depressive disorder. I'm afraid of the consequences of doing so. If I do become diagnosed with major depressive disorder, won’t that go on my records? I will never be able to become a counselor along with a list of other things I may be prohibited from. I’m also afraid of taking any anti-depressants. This year, my doctor gave me some for a ""dislocated hip."" I had a severe reaction and passed out moments after taking them. Everyone I know who has taken anti-depressants says it’s a bad idea all around and you’re better getting treatment without them. I’m concerned they might take me to a clinic and force me to take medication because I am unable to make decisions on my own. I’m not really suicidal, but I am not really taking care of myself either. Someone also told me they still use electroshock therapy. I’m not keen on that. I’m wondering if I am better off just getting self-help and working things out on my own. It’s just that I've been an emotional mess since I was in elementary school. I’ve graduated now and tried to stay positive and be happy, but I cannot deny I still am not good.",
## intent:,What_can_I_do_when_I_can’t_stand_being_alone,-,"I have no real friends. I have a girlfriend who irritates me but loves me to death. I push her away and pushes me away. We’re going through a breakup, and I have nobody.",
## intent:,How_do_I_fight_inner_loneliness_from_depression_and_a_severe_anxiety_disorder,-,"I've been hospitalized twice. Once was last month for psychiatric help. I'm on medicine, but I'm struggling with fighting the negative thoughts, irrational fears, and loneliness. The people around me aren't helping much.",
## intent:,I'm_depressed_because_my_wife_is_divorcing_me_and_I_haven't_seen_my_child_in_a_while,-,"I'm going through a divorce with my wife of three years, who I've known since the 4th grade and been involved with for seven years! We just had a baby seven months ago and never got along with my mother, who I've lived with for years. I am now back with my mother because I have nowhere to go with this divorce looming. I'm heart broken because I fell into a depression, I haven't seen my child in a while, I'm having good and bad dreams, and I feel hated. Can you help? Can you intervene? Can I speak with someone?",
## intent:,How_can_someone_like_me_be_happy,-,"I have been diagnosed with ADHD and experienced manic depression episodes. I have problems with anger management. Apparently, I also have an ODD, bipolar and split personality. How can I be truly happy?",
## intent:,I_don't_believe_in_myself_anymore,-,"I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help.",
## intent:,I_feel_really_down_all_the_time,-,I always feel like I'm not good enough and it literally is so hard living. I don't know how to talk to my parents about it.,
## intent:,Is_it_possible_to_get_PTSD_from_being_very_depressed,-,I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that summer.,
## intent:,I_hate_talking_to_people_much_less_strangers,-,"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.",
## intent:,I_had_a_baby_about_2_months_ago_and_I_really_haven't_been_feeling_myself,-,I am always down and out. Could this be postpartum depression?,
## intent:,I_get_depressed_whenever_anyone_I_care_about_is_too_busy_to_be_with_me._What_do_I_do,-,"My last relationships have ended horribly. They just up and abandoned me. One of them I have never gotten closure with over it, leaving me emotionally wrecked. I know something's wrong with me but I don't know how to even start trying to better myself.
 I get into these depressed like states whenever anyone I care about is too busy to be with me. I know that I shouldn't act like that because people are genuinely busy, but I feel like they're doing it just because they don't want to be around me.",
## intent:,How_do_I_get_over_a_slump,-,"I don't know what's wrong with me. At times I can be really happy, excited, I'll talk fast, and I want to do things. But lately I've been staying up way later and sleeping too much. I don't hang out with friends, I don't really have them. I feel nothing, worthless. I want to do nothing, I have no interest in anything.    All I usually do is stay in my room. I want to be happy, I want to be nice. What's wrong with me?",
## intent:,"How_do_I_get_over_anxiety,_depression,_and_isolation",-,"I've have lived for sometime with depression but things have gotten a lot better, but why is it so hard to get over anxiety and social isolation?",
## intent:,How_do_I_deal_with_depression,-,I'm in a state of depression right now. Who can I talk to? I've been sick in a lot of pain and crying. Don't know where to turn.,
## intent:,I'm_going_through_depression_right_now_and_my_relationship_is_suffering,-,"I've been married for 3 years and I have two kids. During my 3-years married, my husband cheated on me twice. The second time really got to me and at my lowest I hurt him back. We aren't communicating as well as I would like. What do I do?",
